,eps,metric,algorithm,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
25,2.0,euclidean,brute,0.37613779617773974,0.3727795026577005,1.8184819947035822,0.6482126104281942,0.608356438944418,0.40578658765719744,DBSCAN_25,0.20374534147724863,0.4622862156654688
26,2.0,manhattan,auto,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_26,0.1862796548385326,0.4296709428136911
27,2.0,manhattan,ball_tree,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_27,0.1862796548385326,0.4296709428136911
28,2.0,manhattan,kd_tree,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_28,0.1862796548385326,0.4296709428136911
29,2.0,manhattan,brute,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_29,0.1862796548385326,0.4296709428136911
30,2.5,cosine,auto,0.0,1.0,,0.7244344961870955,0.0,0.0,DBSCAN_30,,0.0
31,2.5,cosine,brute,0.0,1.0,,0.7244344961870955,0.0,0.0,DBSCAN_31,,0.0
32,2.5,euclidean,auto,0.43201461601113156,0.3464788641121461,1.9952611844148207,0.6807332755520623,0.5895399164843284,0.39323556994477965,DBSCAN_32,0.20995822214258728,0.43645090215410776
33,2.5,euclidean,ball_tree,0.43201461601113156,0.3464788641121461,1.9952611844148207,0.6807332755520623,0.5895399164843284,0.39323556994477965,DBSCAN_33,0.20995822214258728,0.43645090215410776
34,2.5,euclidean,kd_tree,0.43201461601113156,0.3464788641121461,1.9952611844148207,0.6807332755520623,0.5895399164843284,0.39323556994477965,DBSCAN_34,0.20995822214258728,0.43645090215410776
35,2.5,euclidean,brute,0.43201461601113156,0.3464788641121461,1.9952611844148207,0.6807332755520623,0.5895399164843284,0.39323556994477965,DBSCAN_35,0.20995822214258728,0.43645090215410776
36,2.5,manhattan,auto,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_36,0.1862796548385326,0.4296709428136911
37,2.5,manhattan,ball_tree,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_37,0.1862796548385326,0.4296709428136911
38,2.5,manhattan,kd_tree,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_38,0.1862796548385326,0.4296709428136911
39,2.5,manhattan,brute,0.33118126027981365,0.3481428156040684,1.7807301343854638,0.6240804843833722,0.5610600553001244,0.3742389013027228,DBSCAN_39,0.1862796548385326,0.4296709428136911
