,eps,metric,algorithm,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
14,1.5,euclidean,kd_tree,0.0080128828800071,0.020397378262046552,3.6077168157128536,0.6730140098843302,0.006396335337557503,0.004408173366414303,DBSCAN_14,0.10476929176755187,0.00973873747556842
15,1.5,euclidean,brute,0.0080128828800071,0.020397378262046552,3.6077168157128536,0.6730140098843302,0.006396335337557503,0.004408173366414303,DBSCAN_15,0.10476929176755187,0.00973873747556842
16,1.5,manhattan,auto,0.02712353529253885,0.10748966621853989,1.4880605384578536,0.3761786716271721,0.3114857448485416,0.21466716361737626,DBSCAN_16,0.08920542871314871,0.15982560246354097
17,1.5,manhattan,ball_tree,0.02712353529253885,0.10748966621853989,1.4880605384578536,0.3761786716271721,0.3114857448485416,0.21466716361737626,DBSCAN_17,0.08920542871314871,0.15982560246354097
18,1.5,manhattan,kd_tree,0.02712353529253885,0.10748966621853989,1.4880605384578536,0.3761786716271721,0.3114857448485416,0.21466716361737626,DBSCAN_18,0.08920542871314871,0.15982560246354097
19,1.5,manhattan,brute,0.02712353529253885,0.10748966621853989,1.4880605384578536,0.3761786716271721,0.3114857448485416,0.21466716361737626,DBSCAN_19,0.08920542871314871,0.15982560246354097
20,2.0,cosine,auto,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_20,,0.0
21,2.0,cosine,brute,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_21,,0.0
22,2.0,euclidean,auto,0.001291353756143609,0.1174686553665395,0.7303585381702307,0.706862744329605,0.0037758010618811114,0.0026021752768545375,DBSCAN_22,0.17161046413525669,0.007316429744275837
23,2.0,euclidean,ball_tree,0.001291353756143609,0.1174686553665395,0.7303585381702307,0.706862744329605,0.0037758010618811114,0.0026021752768545375,DBSCAN_23,0.17161046413525669,0.007316429744275837
24,2.0,euclidean,kd_tree,0.001291353756143609,0.1174686553665395,0.7303585381702307,0.706862744329605,0.0037758010618811114,0.0026021752768545375,DBSCAN_24,0.17161046413525669,0.007316429744275837
25,2.0,euclidean,brute,0.001291353756143609,0.1174686553665395,0.7303585381702307,0.706862744329605,0.0037758010618811114,0.0026021752768545375,DBSCAN_25,0.17161046413525669,0.007316429744275837
26,2.0,manhattan,auto,0.038211389942615616,0.09362919607584717,1.5437460530514842,0.29775050596220953,0.33042936514989674,0.22772257082618388,DBSCAN_26,0.1856437876771628,0.14591303488561286
27,2.0,manhattan,ball_tree,0.038211389942615616,0.09362919607584717,1.5437460530514842,0.29775050596220953,0.33042936514989674,0.22772257082618388,DBSCAN_27,0.1856437876771628,0.14591303488561286
28,2.0,manhattan,kd_tree,0.038211389942615616,0.09362919607584717,1.5437460530514842,0.29775050596220953,0.33042936514989674,0.22772257082618388,DBSCAN_28,0.1856437876771628,0.14591303488561286
29,2.0,manhattan,brute,0.038211389942615616,0.09362919607584717,1.5437460530514842,0.29775050596220953,0.33042936514989674,0.22772257082618388,DBSCAN_29,0.1856437876771628,0.14591303488561286
30,2.5,cosine,auto,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_30,,0.0
31,2.5,cosine,brute,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_31,,0.0
32,2.5,euclidean,auto,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_32,,0.0
33,2.5,euclidean,ball_tree,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_33,,0.0
34,2.5,euclidean,kd_tree,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_34,,0.0
35,2.5,euclidean,brute,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_35,,0.0
36,2.5,manhattan,auto,0.011491171697155486,0.009160913547485619,4.656955166608144,0.5968441917499592,0.006362149656109469,0.004384613561851353,DBSCAN_36,0.07829267753077082,0.007509227039967993
37,2.5,manhattan,ball_tree,0.011491171697155486,0.009160913547485619,4.656955166608144,0.5968441917499592,0.006362149656109469,0.004384613561851353,DBSCAN_37,0.07829267753077082,0.007509227039967993
38,2.5,manhattan,kd_tree,0.011491171697155486,0.009160913547485619,4.656955166608144,0.5968441917499592,0.006362149656109469,0.004384613561851353,DBSCAN_38,0.07829267753077082,0.007509227039967993
39,2.5,manhattan,brute,0.011491171697155486,0.009160913547485619,4.656955166608144,0.5968441917499592,0.006362149656109469,0.004384613561851353,DBSCAN_39,0.07829267753077082,0.007509227039967993
