,eps,metric,algorithm,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
23,2.0,euclidean,ball_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_23,,1.7235363568334112e-15
24,2.0,euclidean,kd_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_24,,1.7235363568334112e-15
25,2.0,euclidean,brute,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_25,,1.7235363568334112e-15
26,2.0,manhattan,auto,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_26,,1.7235363568334112e-15
27,2.0,manhattan,ball_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_27,,1.7235363568334112e-15
28,2.0,manhattan,kd_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_28,,1.7235363568334112e-15
29,2.0,manhattan,brute,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_29,,1.7235363568334112e-15
30,2.5,cosine,auto,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_30,,1.7235363568334112e-15
31,2.5,cosine,brute,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_31,,1.7235363568334112e-15
32,2.5,euclidean,auto,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_32,,1.7235363568334112e-15
33,2.5,euclidean,ball_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_33,,1.7235363568334112e-15
34,2.5,euclidean,kd_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_34,,1.7235363568334112e-15
35,2.5,euclidean,brute,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_35,,1.7235363568334112e-15
36,2.5,manhattan,auto,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_36,,1.7235363568334112e-15
37,2.5,manhattan,ball_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_37,,1.7235363568334112e-15
38,2.5,manhattan,kd_tree,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_38,,1.7235363568334112e-15
39,2.5,manhattan,brute,0.0,1.0,,0.7399596507440864,8.617681784167064e-16,5.551115123125783e-16,DBSCAN_39,,1.7235363568334112e-15
